,id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,profit,rating,Rated,rated
13,420817,Aladdin,Adventure-Fantasy-Romance-Family,en,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,49.295,Walt Disney Pictures-Rideback,2019-05-22,183000000.0,1054304000.0,127.0,Released,Choose Wisely.,7.1,9068.0,Will Smith-Mena Massoud-Naomi Scott-Marwan Kenzari-Navid Negahban-Nasim Pedrad-Billy Magnussen-Numan Acar-Jordan A. Nash-Taliyah Blair-Aubrey Lin-Amir Boutrous-Omari Bernard-Nathaniel Ellul-Sebastien Torkia-Buckso Dhillon-Woolley-Ceara Batson-Vinani Mwazanzale-Demii Lee Walker-Elena Zacharia-Nazerene Williams-Bessy Naidu-Marisha Wallace-Maya Saroya-Amer Chadha-Patel-Omar Abidi-Stefan Kalipha-Firas Waleed Al-Taybeh-Nina Wadia-Elif Knight-Saikat Ahamed-Amed Hashimi-Stefan Capper-Jamal Sims-Alan Tudyk-Frank Welker-Robby Haynes-Bern Collaço-Michael Herne-Hiten Patel-Joey Ansah-Luke Johnson,hero-hustler-palace-musical-sultan-flying carpet-rags to riches-romance-monkey-family-first love-based on myths legends or folklore-genie-arabian nights-aladdin-live action and animation-live action remake,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg,420818-447404-320288-788106-458156-429617-373571-72839-301528-287947-329996-812-479455-299534-330457-412117-299537-420809-399579-384018-2768,871304000.0,7.077094240837696,PG-13,PG-13
14,124905,Godzilla,Action-Drama-Science Fiction,en,Ford Brody a Navy bomb expert has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father Joe. Soon both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake as they make their way toward their final battleground: San Francisco.,47.888,Legendary Pictures,2014-05-14,160000000.0,529076069.0,123.0,Released,"The world ends, Godzilla begins.",6.269,8046.0,Aaron Taylor-Johnson-Elizabeth Olsen-Juliette Binoche-Bryan Cranston-Ken Watanabe-Sally Hawkins-Al Sapienza-David Strathairn-James Pizzinato-CJ Adams-Richard T. Jones-Victor Rasuk-Patrick Sabongui-Carson Bolde-Jared Keeso-Luc Roderique-Eric Keenleyside-Primo Allon-George Allen Gumapac Jr.-Ken Yamamura-Garry Chalk-Hiro Kanagawa-Kevan Ohtsji-Kasey Ryne Mazak-Terry Chen-Mas Morimoto-James D. Dever-Akira Takarada-Yuko Kiyama-Takeshi Kurokawa-James Yoshizawa-Jason Furukawa-Brian Markinson-Ty Olsson-Gardiner Millar-Kurt Max Runte-Peter Shinkoda-Christian Tessier-Bill Marchant-Derrick Yamanaka-Peter Kawasaki-Jason Riki Kosuge-Hiroyoshi Kajiyama-Tetsuro Shigematsu-Dean Redman-Taylor Nichols-Anthony Konechny-Jake Cunanan-Yuki Morita-Jill Teed-Eli Goree-Warren Takeuchi-Chuck Church-Dalias Blake-Lane Edwards-Todd Scott-Zoe Krivatsy-Serge M. Krivatsy-Lise Krivatsy-Josh Cowdery-Steven M. Murdzia-Keo Woolford-Lynne Halevi-Martin Kogan-Sandy Ritz-Kyle Riefsnyder-Eric Breker-Jesse Reid-Melody B. Choi-Catherine Lough Haggquist-Amy Fox-Rich Paul-Aaron Pearl-Dee Jay Jackson-Erika Forest-Michael Denis-Toby Levins-Taya Clyne-Grayson Maxwell Gurnsey-Justin Blayne Lowery-Marci T. House-Chris Shields-Zach Martin-Darren Dolynski-P. Lynn Johnson-Antonio Anagaran-Kevin O'Grady-Leif Havdale-Zachary Choe-T.J. Storm-Michael Rowe-Michael Leone-Bill Blair,japan-san francisco california-monster-hawaii-tsunami-remake-giant monster-golden gate bridge-dinosaur-kaiju-prehistoric creature-honolulu hawaii-disaster movie-global threat-animal horror,/iBZhbCVhLpyxAfW1B8ePUxjScrx.jpg,/zCjZfevPFBbOh2SAx2syIBHSqEI.jpg,373571-137113-91314-127585-119450-102382-929-97020-100402-68724-53182-68726-98566-137106-254-49521-293167-220638-72190-76170-184315,369076069.0,6.253421802111466,PG-13,PG-13
15,184315,Hercules,Action-Adventure,en,Fourteen hundred years ago a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family this dark world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.,47.822,Paramount-Metro-Goldwyn-Mayer-Radical Studios-Flynn Picture Company,2014-07-23,100000000.0,244819862.0,99.0,Released,"Before he was a legend, he was a man.",5.8,3634.0,Dwayne Johnson-Ian McShane-John Hurt-Rufus Sewell-Aksel Hennie-Ingrid Bolsø Berdal-Reece Ritchie-Joseph Fiennes-Tobias Santelmann-Peter Mullan-Rebecca Ferguson-Irina Shayk-Erika Marozsán-Isaac Andrews-Joe Anderson-Stephen Peacocke-Nicholas Moss-Robert Maillet-Ian Whyte-Barbara Palvin-Caroline Boulton-Christopher Fairbank-John Cross-Máté Haumann-Matt Devere-Robert Whitelock-Karolina Szymczak-Mark Phelan-Tonia Sotiropoulou-Robert Maillet-Oliver Doherty-Tom Doherty-Panka Kovacs-Peter Ivanyi-Nóra Lili Hörich-Athina Papadimitriu-Anna Trokán-Judit Viktor-Csilla Baksa-Elena V. Holovcsak-Petra Piringer-Erika Lajos-Dora Kanizsa-Sydney van den Bosch-Lilla Bozoki-Dalma Lörincz-Patricia Hegedus-Tímea Vajna-Benjamin Blankenship-Erik Orgovan-Shay Sabag-Anna Zsíros-Jean Pigozzi-Anna Skidanova-Kristina Starostina-Dorottya Podmaniczky-Lilla Babos-Aden G. Wright-Tamas Csernus,killing-mercenary-past-based on comic-battle-ancient greece-hercules-warrior-sagen-4th century bc,/5X3VOy9lD44VclKsWTi8gHZGjhL.jpg,/nl18gyzai02Tu99VkURu7kCFrR8.jpg,138103-98566-49017-91314-119450-97020-53182-127585-124905-147441-187017-102382-188207-240832-156022-102651-82702-76649-137113-86834-168259,144819862.0,5.778575254418854,PG-13,PG-13
16,333484,The Magnificent Seven,Adventure-Action-Western,en,Looking to mine for gold greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.,46.687,Escape Artists-Columbia Pictures-Village Roadshow Pictures-LStar Capital-Pin High Productions-Metro-Goldwyn-Mayer,2016-09-14,90000000.0,162360636.0,132.0,Released,Justice has a number.,6.404,5355.0,Denzel Washington-Chris Pratt-Ethan Hawke-Vincent D'Onofrio-Lee Byung-hun-Manuel Garcia-Rulfo-Martin Sensmeier-Peter Sarsgaard-Haley Bennett-Matt Bomer-Luke Grimes-Jonathan Joss-Cam Gigandet-Sean Bridgers-Dylan Kenin-Kevin Wayne-Carrie Lazar-David Kallaway-Alix Angelis-Billy Slaughter-Vic Browder-Emil Beheshti-Mark Ashworth-Dodge Prince-Matthew Posey-Jody Mullins-Clint James-Dane Rhodes-Ritchie Montgomery-William Lee Scott-Griff Furst-Sean Boyd-Walker Babington-Thomas Blake Jr.-Rob Mello-Chad Randall-Wally Welch-Ed Lowry-David Manzanares-Kevin Wiggins-Jackson Beals-David Miller-Emily LaGroue-Shona Gastian-Vinnie Jones-Tim Halpin-Fionn Camp-Chase Williams-Charles Bickham-Heath Lemme-Derek Lacasa,remake,/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,/8GXri7UnwE7dVNfUAZVDn7Z8UBZ.jpg,302946-296524-343611-32575-324668-207932-278924-308266-188927-68735-297761-271969-574396-47933-258489-121856-330459-338766-278927-273248-291805,72360636.0,6.378262144821265,PG-13,PG-13
17,385448,The Little Mermaid,Family-Adventure-Fantasy-Romance-Drama,en,A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,45.578,MVP Studios-Kingsway Productions-Conglomerate Media,2018-08-02,0.0,0.0,98.0,Released,A new twist on the classic tail,4.991,780.0,Poppy Drayton-Shirley MacLaine-Loreto Peralta-William Moseley-Gina Gershon-Shanna Collins-William Forsythe-Tom Nowicki-Lexy Kolker-Claire Crosby-Jo Marie Payton-Armando Gutiérrez-Chris Yong-Alexis Balliro-Hunter Gomez-Jared Sandler,witch-mississippi river-magic-fairy tale-mermaid-werewolf,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,/je4MyG770NstNjluJpdJGLNsGm2.jpg,556803-525041-567145-555850-513574-483104-462919-527435-488113-466282-454983-472734-543540-419478-449755-426543-417320-337556-50479-463053-407436,0.0,4.992022727272727,PG-13,PG-13
18,10895,Pinocchio,Animation-Family,en,Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy however Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience Jiminy Cricket.,44.545,Walt Disney Productions,1940-02-23,2600000.0,84300000.0,88.0,Released,"When you wish upon a star, your dreams come true.",7.1,5209.0,Dickie Jones-Cliff Edwards-Christian Rub-Evelyn Venable-Walter Catlett-Mel Blanc-Charles Judels-Frankie Darro-Don Brodie-Marion Darlington-John McLeish-Patricia Page-Thurl Ravenscroft,italy-child abuse-sea-based on novel or book-lie-magic-fairy-carnival-whale-wish-nose-puppet-rescue-conscience-wish fulfillment-toy comes to life-animal cruelty-child slavery-pinocchio-cartoon donkey,/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg,/1NQkxP7oe5iJHNb4ApqhlDFJ9dI.jpg,11360-10693-3170-408-10340-12230-10882-11224-12092-9325-10112-10144-10530-10545-11886-37135-9078-10948-11544-756-10020,81700000.0,7.060444528159728,PG,PG
19,2907,The Addams Family,Comedy-Fantasy,en,When a man claiming to be long-lost Uncle Fester reappears after 25 years lost the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.,43.948,Scott Rudin Productions-Orion Pictures-Paramount,1991-11-22,30000000.0,191502426.0,102.0,Released,Weird Is Relative,7.033,4024.0,Raúl Juliá-Anjelica Huston-Christopher Lloyd-Christina Ricci-Carel Struycken-Dan Hedaya-Jimmy Workman-Elizabeth Wilson-Dana Ivey-Judith Malina-Paul Benedict-Christopher Hart-John Franklin-Tony Azito-Mercedes McNab-Douglas Brian Martin-Steven M. Martin-Maureen Sue Levin-Darlene Levin-Allegra Kent-Richard Korthaze-Ryan Holihan-Kate McGregor-Stewart-Lela Ivey-Whit Hertford-Patty Maloney-Victoria Hall-Jimmy Ross-Ryan Anderson-Daniel Pikus-Michael Hittesdorf-Valerie C. Walker-Joe Zimmerman-Steve Welles-Eugene Jackson-Richard Tanner-Marc Shaiman-Jonathan Wee-Owen Morse-Sally Jessy Raphael-Benny Wills-Lauren Walker,dead wish-vampire-black humor-uncle-eccentric-werewolf-macabre-loan shark-accountant,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,/7OxGhxUYAdtuike29VMzEFxJx7y.jpg,2758-8839-11508-9327-17908-595931-11674-40819-9479-473553-368186-45759-10830-19366-927-54793-572125-602495-10439-888-3933,161502426.0,6.983703200775945,PG,PG
20,12092,Alice in Wonderland,Animation-Family-Fantasy-Adventure,en,On a golden afternoon young Alice follows a White Rabbit who disappears down a nearby rabbit hole. Quickly following him she tumbles into the burrow - and enters the merry topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!,42.305,Walt Disney Productions,1951-07-28,3000000.0,57200000.0,75.0,Released,A world of wonders in one great picture!,7.19,5301.0,Kathryn Beaumont-Ed Wynn-Richard Haydn-Sterling Holloway-Jerry Colonna-Verna Felton-J. Pat O'Malley-Bill Thompson-Heather Angel-Joseph Kearns-Larry Grey-Queenie Leonard-Dink Trout-Doris Lloyd-James MacDonald-Thurl Ravenscroft-Bill Lee-Max Smith-Bob Hamlin-Don Barclay-Lucille Bliss-Pinto Colvig-Tommy Luske-Clarence Nash-Marni Nixon-Norma Zimmer,cat-dream-queen-heart-nothing-tea party-based on young adult novel,/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,/hWbNlp9Qq9DdnHNxn2WlVpGbSfI.jpg,10693-3170-10882-11224-10895-408-12230-10340-11360-9325-10112-10144-10545-11886-10530-812-10020-37135-9078-11970-10948,54200000.0,7.149451953341973,PG,PG
21,10601,Peter Pan,Adventure-Fantasy-Family,en,In stifling Edwardian London Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.,38.132,Revolution Studios-Quinta Communications-Universal Pictures-Columbia Pictures,2003-12-18,100000000.0,121975011.0,113.0,Released,All children grow up except one.,7.173,2355.0,Jason Isaacs-Jeremy Sumpter-Rachel Hurd-Wood-Lynn Redgrave-Richard Briers-Olivia Williams-Geoffrey Palmer-Harry Newell-Freddie Popplewell-Ludivine Sagnier-Mathew Waters-George MacKay-Harry Eden-Patrick Hurd-Wood-Bill Kerr-Saffron Burrows-Alan Cinis-Frank Whitten-Bruce Spence-Dan Wyllie-Brian Carbee-Don Battee-Frank Gallacher-Septimus Caton-Jacob Tomuri-Venant Wong-Phil Meacham-Darren Mitchell-Mick Roughan-Janet Strauss-Rupert Simonian-Carsen Gray-Patrick Gooch-Theodore Chester,flying-liberation-fairy-crocodile-peter pan-pirate gang-mermaid-pirate-based on children's book-fantasy world-pirate ship,/22nWrBPvM2p4mmpLxK4Oil1Spou.jpg,/zyWbOvKCdA9V9P5xuUG2eiPYsUo.jpg,17165-10693-266647-10996-1265-10137-10830-11283-10895-10340-10882-10545-12230-411-2454-10020-10898-6795-10144-9732-11451,21975011.0,7.084486761710795,PG,PG
23,282035,The Mummy,Fantasy-Thriller-Action-Adventure-Horror,en,Though safely entombed in a crypt deep beneath the unforgiving desert an ancient queen whose destiny was unjustly taken from her is awakened in our current day bringing with her malevolence grown over millennia and terrors that defy human comprehension.,36.243,Secret Hideout-Sean Daniel Company-Universal Pictures-Perfect World Pictures-Conspiracy Factory-dentsu,2017-06-06,125000000.0,409231607.0,110.0,Released,Welcome To A New World of Gods And Monsters,5.502,6500.0,Tom Cruise-Annabelle Wallis-Sofia Boutella-Jake Johnson-Courtney B. Vance-Russell Crowe-Marwan Kenzari-Neil Maskell-Javier Botet-Andrew Brooke-Selva Rasalingam-Shanina Shaik-Dylan Smith-Hadrian Howard-Rez Kempton-Bella Ava Georgiou-David Burnett-Stephen Thompson-James Arama-Vera Chok-Sean Cameron Michael-Martin Bishop-Simon Atherton-Matthew Wilkas-Sohm Kapila-Erol Ismail-Parker Sawyers-Rhona Croker-Timothy Allsop-Grace Chilton-Hannah Ankrah-Dylan Kussman-Peter Lofsgard-Shane Zaza-Alice Hewkin-Daniel Tuite-Noof McEwan-Maryam Grace-Sonya Cullingford-Fionn Cox-Davies-Neus Gil Cortes-Emily Thompson-Smith-Stéphane Deheselle-Madeleine Fairminer-Michèle Paleta Rhyner-Michael Haydon-Jason Matthewson-Kelly Burke-Chasty Ballesteros-Emma Louise Saunders-Ayman Khechini,egypt-monster-mummy-supernatural-horror-remake-tomb-egyptian mythology,/zxkY8byBnCsXodEYpK8tmwEGXBI.jpg,/i4ZougHEyBAboDpi6jsaTUDTjUl.jpg,109953-297762-166426-126889-274857-335988-339846-293167-353491-311324-281338-564-339964-315837-305470-337339-395992-263115-1735-283995-1734,284231607.0,5.49439393939394,PG-13,PG-13
24,278927,The Jungle Book,Family-Adventure-Drama-Fantasy,en,A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan Mowgli is forced to flee the jungle by which he embarks on a journey of self discovery with the help of the panther Bagheera and the free-spirited bear Baloo.,36.14,Walt Disney Pictures-Fairview Entertainment-Moving Picture Company,2016-04-07,175000000.0,966550600.0,106.0,Released,The legend will never be the same.,6.857,7404.0,Neel Sethi-Bill Murray-Ben Kingsley-Idris Elba-Scarlett Johansson-Christopher Walken-Lupita Nyong'o-Giancarlo Esposito-Garry Shandling-Jon Favreau-Sam Raimi-Russell Peters-Brighton Rose-Emjay Anthony-Max Favreau-Chloe Hechter-Asher Blinkoff-Knox Gagnon-Sasha Schreiber-Kai Schreiber-Madeleine Favreau-Ritesh Rajan-Kendrick Reyes-Sara Arrington-Artie Esposito-Allan Trautman-Dee Bradley Baker-Sean W. Johnson-Daz Crawford,based on novel or book-snake-wolf-elephant-tiger-feral child-remake-bear-jungle-anthropomorphism-orphan-ape-monkey-animal-talking to animals-climbing a tree-live action and animation-live action remake,/xIGhgcLtzzTON56G905I5tuwNQM.jpg,/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg,49679-269149-9325-127380-290595-258489-68735-393441-246655-291805-140300-241259-271110-153518-328111-209112-278154-294272-62211-297761-950,791550600.0,6.832253198294243,PG,PG
25,9738,Fantastic Four,Action-Adventure-Fantasy-Science Fiction,en,"During a space voyage four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",35.959,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG-1492 Pictures-Marvel Enterprises-20th Century Fox-Bernd Eichinger Productions-Constantin Film,2005-06-29,100000000.0,333535934.0,106.0,Released,4 times the action. 4 times the adventure. 4 times the fantastic.,5.771,8447.0,Ioan Gruffudd-Jessica Alba-Chris Evans-Michael Chiklis-Julian McMahon-Hamish Linklater-Kerry Washington-Laurie Holden-David Parker-Kevin McNulty-Maria Menounos-Michael Kopsa-Andrew Airlie-Pascale Hutton-G. Michael Gray-David Richmond-Peck-Penelope Parkes-Aonika Laurent-Jason Schombing-Jason Diablo-Colin Lawrence-Paul Belsito-Dee Jay Jackson-Morgan Reynolds-Gina Holden-Donavon Stinson-Douglas Weston-Tony Alcantar-Brenda Crichlow-Peter Bryant-Lorena Gale-Danielle Dunn-Morris-Nicole Muñoz-Daniel Bacon-Bobby Bysouth-Kenny Bartram-Ronnie Renner-Brian Deegan-Marlaina Mah-Tre Verhoeven-Juanita Mirehouse-Stefanie Singer-Jamie Little-Doug Abrahams-Ron Chartier-Stan Lee-Barbara Christabella-Sanja Banic-Ed Hodson-John Speredakos-Jason Kaufman-Preston Thomas Peet-Steven Fulani Hart-Bethann Schebece-Lou Torres-Peggy Gormley-Maurice Tyson-Jaimie McVittie-Jenni Squair-Lia Salmond-Ellen Ewusie-Ylenia Aurucci-Michelle Zembruski-Kathleen Mullan-Georgia Dewson-Sienna Rose-Hector A. Leguillow-Ben Mulroney-Terry David Mulligan-Lauren Sánchez-Mark S. Allen-Jon Brady-Taryn Winter Brill-Sara Edwards-Heidi Eng-Jim Ferguson-Sam Hallenbeck-Mike Waco-Marian Etoile Watson-Richard Ho-Dave Holmes-Andrew Hunsaker-Taylor Johnson-Bonnie Laufer-Krebs-Lisa Fuller Magee-Bret Martin-Liam Mayclem-Scott Patrick-Shaheem Reid-Sam Rubin-Maria Salas-Devon Soltendieck-Patrick Stoner-Lee Thomas-Tony Toscano-Jennifer Lothrop,flying-sibling relationship-fire-marriage proposal-radiation-dna-missile-mask-transformation-friendship-superhero-based on comic-space-laboratory-explosion-scientist-super power-space station-brooklyn bridge-fantastic four-superhuman strength-invisibility-elasticity,/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,/jkBEPKRq4HWlLwsMFMdDiYwaCle.jpg,1979-559-36658-36668-1593-558-1250-608-44912-36657-1734-557-1927-2080-564-950-8960-1724-1858-166424-953,233535934.0,5.761979290979292,PG-13,PG-13
26,42968,The Nun,Horror-Mystery,es,Years ago a cruel and merciless nun turned a boarding school into a living hell for her students until they could no longer bear the abuse and she mysteriously disappeared. Now the alumnae are being brutally murdered one by one.,35.693,Future Films-Filmax Group,2005-11-03,0.0,0.0,101.0,Released,Pray for mercy.,5.5,201.0,Anita Briem-Belén Blanco-Manu Fullola-Alistair Freeland-Cristina Piaget-Paulina Gálvez-Natalia Dicenta-Lola Marceli-Teté Delgado-Oriana Bonet-Katrine Romming-Maia Jenkinson-Joana Rañé-Gemma Martínez-Meritxell Santamaria-Montse Pla-Giles Cooper-Brendan Price-Jim Arnold-Ludovic Tattevin-Alexia Iborra-Anna Vives,barcelona spain-gore-evil nun-ritual murder-subjective camera,/2bDojliSLzGFwxlqQZodJAXHy7H.jpg,/xh1Xjiu7Q0ORz3DbJjlwfC2KwVM.jpg,23056-439079-729720-250546-277685-211672-1724-745-138843-8966-1359-274,0.0,5.333887043189369,PG-13,PG-13
27,841,Dune,Action-Science Fiction-Adventure,en,In the year 10191 the world is at war for control of the desert planet Arrakis—the only place where the space-travel substance Melange 'Spice' can be found. But when one leader gives up control it's only so he can stage a coup with some unsavory characters.,35.351,Dino De Laurentiis Company,1984-12-14,40000000.0,30925690.0,137.0,Released,"A world beyond your experience, beyond your imagination.",6.205,2499.0,Kyle MacLachlan-Francesca Annis-Patrick Stewart-Linda Hunt-José Ferrer-Leonardo Cimino-Freddie Jones-Brad Dourif-Richard Jordan-Virginia Madsen-Silvana Mangano-Everett McGill-Sting-Kenneth McMillan-Jack Nance-Siân Phillips-Jürgen Prochnow-Paul L. Smith-Dean Stockwell-Max von Sydow-Alicia Witt-Sean Young-Danny Corkill-Honorato Magaloni-Judd Omen-Molly Wryn-Angélica Aragón-Thomas Ebert-Humberto Elizondo-Ricardo Hill-Ernesto Laguardia-David Lynch-Ramón Menéndez-Ana Ofelia Murguía-Claudia Ramírez-Julieta Rosen-John Sabol-Margarita Sanz-Jacqueline Voltaire,prophecy-witch-based on novel or book-monster-telepathy-atomic bomb-space marine-traitor-emperor-mutation-future-insurgence-space war-space travel-duke-chosen one-galaxy-invasion-dystopia-jihad-spice-army-epic-steampunk-empire-rebellion-conflict-execution-explosion-fictional war-drugs-desert-based on graphic novel-giant worm-space opera-future war-messiah-denunciation-lies,/gYxUaK8HIBBkE5MycLSDFoc8bRq.jpg,/5wJ2tckpvwcxGCAgZiccodwEJpf.jpg,982549-1923-793-985-341961-97-483-21512-207780-168-1955-638-865-1730-8009-368825-157-313543-154-2756-438631,-9074310.0,6.158636013851481,PG-13,PG-13
28,133805,Carrie,Drama-Horror,en,A reimagining of the classic horror tale about Carrie White a shy girl outcast by her peers and sheltered by her deeply religious mother who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.,35.056,Metro-Goldwyn-Mayer-Screen Gems-Misher Films,2013-10-16,30000000.0,82394288.0,100.0,Released,Know her name. Fear her power.,6.02,3989.0,Chloë Grace Moretz-Julianne Moore-Gabriella Wilde-Judy Greer-Portia Doubleday-Ansel Elgort-Alex Russell-Zoë Belkin-Samantha Weinstein-Karissa Strain-Katie Strain-Demetrius Joyette-Barry Shabaka Henley-Arlene Mazerolle-Evan Gilchrist-Eddie Max Huband-Tyler Rushton-Connor Price-Jefferson Brown-Cynthia Preston-Philip Nozuka-Kyle Mac-Michelle Nolden-Mouna Traoré-Christopher Britton-Derek McGrath-Max Topplin,based on novel or book-telekinesis-high school-remake-revenge-murder-prank-prom-religion-explosion-humiliation-woman director,/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,/8DkbabWAQkZpwn923e4DpjZmOuo.jpg,91586-250546-132232-138843-7340-109428-49018-242512-82507-227348-249164-7342-21208-158015-167032-65086-82505-23827-7341-565-280092,52394288.0,5.995055025678649,PG-13,PG-13
30,479957,Desire,Romance-Drama,es,Lucía and Ofelia two sisters finally meet after 7 years of cold relationships upon Lucia 's wedding. But when Juan Lucia's husband and Ofelia meet they feel like a disruptive fantasy have enchanted their minds and bodies...,34.317,Aleph-Claudio Corbelli Producciones-HEi Films,2017-10-05,0.0,0.0,94.0,Released,,5.825,117.0,Mónica Antonópulos-Guilherme Winter-Juan Sorini-Andrea Frigerio-Sol Charo Martínez-Agostina Bettinelli-Carolina Ardohain-Luciana Sismondi,,/jnTYASRVkL5QPLeM0FeojTGRbgV.jpg,/bo6sDyChG4KRLMypeI6sUpD8XgT.jpg,1944,0.0,5.444815668202765,PG-13,PG-13
31,744594,White Noise,Comedy-Drama-Science Fiction,en,"Jack Gladney professor of Hitler studies at The-College-on-the-Hill husband to Babette and father to four children/stepchildren is torn asunder by a chemical spill from a rail car that releases an ""Airborne Toxic Event"" forcing Jack to confront his biggest fear - his own mortality.",34.231,Heyday Films-NBGG Pictures-A24,2022-11-25,100000000.0,71476.0,136.0,Released,You can’t hear it if it's everywhere.,5.6,381.0,Adam Driver-Greta Gerwig-Don Cheadle-Raffey Cassidy-Sam Nivola-May Nivola-Jodie Turner-Smith-André 3000-Sam Gold-Carlos Jacott-Lars Eidinger-Bill Camp-Barbara Sukowa-Francis Jue-J. David Hinze-Gideon Glick-Madison Gaughan-Douglas Brodax-Carly Brodax-Jill Brodax-Wickham Bermingham-Michael Chopra-Santu Chopra-Danielle Williams-Matthew Williams-Henry Moore-Dean Moore-Jacob Weinheimer-Danny Wolohan-Randall L. Johnson-David Neumann-Starlett Sabo-Erik Moth-Gavin Ditz-George Drakoulias-James DeForest Parker-Andrew Barth Feldman-Annie Fitzpatrick-Brooke Bloom-Quincy Tyler Bernstine-Jennifer Tober-David Myers Gregory-Aaron Marcus-Benjamin Sheeler-Ted Weil-Jeanne Madison-Joey Nader-C.C. Boler-Maggie Lou Rader-Alphaeus Green Jr.-Lauren Ashley Berry-Hannah Neff-Dean Wareham-Britta Phillips-Chloe Fineman-Janette Torrico-Woo-Howard Y. Woo-Janellyn Woo-Jacquelyn Woo-Mei Woo-Chris Green-Samantha Russell-Andy Knode-Kenneth D. Early-J. Barrett Cooper-Sarah Eddy-Matt Henderson-Kenneth Lonergan-Meggie Loughran-Mike Gassaway-Bob Gray-Thomas W. Wolf-Bryant Carroll-Bill Bower-Sierra Chagin-Catherine Collier-Anthony Dain-Rick Dremann-Dave Droge-Logan Fry-Michelle Haskell-Steven Hemminger-Linda Marie Howell-Mike Kolovich-Riley Kuse-Emily Cass McDonnell-Ashley McKnight-Cory Medley-White-Joseph Moreland-Kevin E. Murphy-Sue Danna Myer-Laura Rauh-T. Oliver Reid-Hailey Reinke-Daniel Repas-Brandon (B.Rice) Rice-Mark Salas-Michael Suglio-Erica Sweany-Marshall Vargas-William Wilmoth-Paul Worley,based on novel or book-natural disaster-new hampshire-dysfunctional family-toxic waste-ivy league college-airborne attack-shot on film-hitler studies-dartmouth,/1a48bfLQm57ByADdw05uRMoFCZc.jpg,/4QB2TfxmzgMDLmsVVk1HM4tt7ef.jpg,800815-661374-593643-426562-739405-685691-586393-965150-668482-804095-747687-63978-803700-674324-64899-416304-1061117-186365-974586-70800-566805,-99928524.0,5.475259875259875,PG,PG
